0.01037,1.485
0.01037005,1.50167
0.0103701,1.485
0.01037015,1.485
0.0103702,1.485
0.01037025,1.485
0.0103703,1.485
0.01037035,1.50167
0.0103704,1.485
0.01037045,1.50167
0.0103705,1.485
0.01037055,1.485
0.0103706,1.485
0.01037065,1.50167
0.0103707,1.485
0.01037075,1.485
0.0103708,1.485
0.01037085,1.50167
0.0103709,1.485
0.01037095,1.50167
0.010371,1.485
0.01037105,1.485
0.0103711,1.50167
0.01037115,1.485
0.0103712,1.485
0.01037125,1.50167
0.0103713,1.485
0.01037135,1.485
0.0103714,1.485
0.01037145,1.485
0.0103715,1.50167
0.01037155,1.485
0.0103716,1.485
0.01037165,1.50167
0.0103717,1.50167
0.01037175,1.485
0.0103718,1.485
0.01037185,1.50167
0.0103719,1.50167
0.01037195,1.485
0.010372,1.485
0.01037205,1.50167
0.0103721,1.485
0.01037215,1.485
0.0103722,1.485
0.01037225,1.485
0.0103723,1.50167
0.01037235,1.485
0.0103724,1.485
0.01037245,1.485
0.0103725,1.485
0.01037255,1.50167
0.0103726,1.485
0.01037265,1.485
0.0103727,1.485
0.01037275,1.485
0.0103728,1.485
0.01037285,1.485
0.0103729,1.485
0.01037295,1.485
0.010373,1.485
0.01037305,1.485
0.0103731,1.485
0.01037315,1.485
0.0103732,1.485
0.01037325,1.485
0.0103733,1.485
0.01037335,1.485
0.0103734,1.485
0.01037345,1.485
0.0103735,1.50167
0.01037355,1.485
0.0103736,1.485
0.01037365,1.485
0.0103737,1.485
0.01037375,1.485
0.0103738,1.485
0.01037385,1.485
0.0103739,1.485
0.01037395,1.485
0.010374,1.485
0.01037405,1.485
0.0103741,1.485
0.01037415,1.485
0.0103742,1.485
0.01037425,1.485
0.0103743,1.485
0.01037435,1.485
0.0103744,1.485
0.01037445,1.485
0.0103745,1.485
0.01037455,1.485
0.0103746,1.485
0.01037465,1.485
0.0103747,1.485
0.01037475,1.485
0.0103748,1.485
0.01037485,1.485
0.0103749,1.485
0.01037495,1.46833
0.010375,1.485
0.01037505,1.485
0.0103751,1.485
0.01037515,1.46833
0.0103752,1.485
0.01037525,1.485
0.0103753,1.485
0.01037535,1.485
0.0103754,1.485
0.01037545,1.485
0.0103755,1.485
0.01037555,1.485
0.0103756,1.485
0.01037565,1.485
0.0103757,1.485
0.01037575,1.485
0.0103758,1.485
0.01037585,1.485
0.0103759,1.485
0.01037595,1.485
0.010376,1.485
0.01037605,1.485
0.0103761,1.485
0.01037615,1.485
0.0103762,1.485
0.01037625,1.485
0.0103763,1.485
0.01037635,1.485
0.0103764,1.485
0.01037645,1.485
0.0103765,1.485
0.01037655,1.485
0.0103766,1.485
0.01037665,1.485
0.0103767,1.485
0.01037675,1.485
0.0103768,1.50167
